,log10(Energy_Flux100),LP_beta,log10(LP_EPeak),GLON,GLAT,Signif_Avg,CLASS1,1_PDF,2_PDF,3_PDF,4_PDF
4FGL J0312.4-3221,-11.86681,0.1114260405302047,0.0905509,231.28439331054688,-59.09164047241211,7.71707820892334,bcu,0.45501513701477364,0.3951177856903835,0.06083652261370883,0.08903055468113401
4FGL J0312.5-2221,-11.475238,0.1542934328317642,0.91497636,212.3141632080078,-57.71153259277344,19.977060317993164,bll,0.041490521401021385,0.5566865390090551,0.40034192258068285,0.001481017009240595
4FGL J0312.6-1601,-12.155762,0.1326978802680969,1.2677145,201.5354461669922,-55.472877502441406,4.305869102478027,unas,0.06818088075965555,0.9054044501787566,0.026413113922053706,1.5551395340980663e-06
4FGL J0312.7+2012,-11.846752,0.2175789922475814,1.0900908,162.51156616210938,-31.58049201965332,5.561553478240967,unas,0.04068846671219169,0.9461171114437346,0.013072129442147327,0.00012229240192630444
4FGL J0313.0+0229,-11.150585,0.1119772866368293,-0.7327862,177.62850952148438,-44.815643310546875,19.27661895751953,bcu,0.7535795325905841,0.0024440608831107313,0.20962434519400147,0.03435206133230357
4FGL J0314.1+2827,-11.608541,0.195567324757576,-0.552192,157.31190490722656,-24.72767448425293,5.096930027008057,unas,0.7387182987253602,0.04654298128024759,0.08639920006220804,0.12833951993218404
4FGL J0314.1+5033,-11.441333,0.3387643992900848,-0.37278986,144.81887817382812,-6.147500991821289,6.8680620193481445,unas,0.28045181554468585,0.002248141103219544,0.19713052127463102,0.5201695220774636
4FGL J0314.3+0620,-11.390927,0.0360493473708629,1.3544369,174.1528778076172,-41.88515853881836,13.692459106445312,bll,0.0010818480823088527,0.37086117346957787,0.6280568647596066,1.136885065986802e-07
4FGL J0314.3-5103,-11.237172,0.0778351351618766,0.48395252,264.31201171875,-53.97391891479492,28.786041259765625,bll,0.026475387609032994,0.06612605754143037,0.8802738582686266,0.02712469658091004
4FGL J0314.4-4805,-11.853165,0.1108332425355911,0.17331743,259.68731689453125,-55.26085662841797,7.33455753326416,unas,0.4252627325085797,0.4496312612390757,0.05999874663748543,0.06510725961485904
4FGL J0315.4-2643,-11.751415,0.1272080987691879,1.263164,220.62161254882812,-58.010555267333984,10.587935447692871,bcu,0.00914066722736559,0.9466767860938626,0.044181555562944966,9.911158267754986e-07
4FGL J0315.5+4231,-11.769,0.2819941639900207,0.81823635,149.33184814453125,-12.829795837402344,6.0474724769592285,bcu,0.14241829308110018,0.8332933482383494,0.004905518954574933,0.019382839725975466
4FGL J0315.9-1033,-11.234621,0.1251019239425659,-0.7372968,193.9794464111328,-52.19959259033203,17.60633087158203,fsrq,0.8101360376415867,0.0012918316571367118,0.15938151902397046,0.029190611677305994
4FGL J0316.0-5626,-11.993624,0.2394889593124389,0.5634227,271.71710205078125,-51.00395202636719,5.8164963722229,bcu,0.30829389665571544,0.6446456328322983,0.009179066195535587,0.0378814043164507
4FGL J0316.2-6437,-11.233212,0.1055593341588974,1.1259418,281.5556335449219,-46.03504943847656,29.82282829284668,bll,0.0006567688418807291,0.03891457310283348,0.9604061228588998,2.2535196385892032e-05
4FGL J0316.2+0905,-10.733605,0.0567383244633674,1.1280499,172.09576416015625,-39.5753288269043,43.33089828491211,bll,9.792142801997875e-07,0.4402598071030009,0.5597164704595999,2.2743223118970923e-05
4FGL J0316.2-2608,-11.258738,0.1043037325143814,0.87344265,219.5890350341797,-57.73086929321289,25.88371467590332,bll,0.005022366203399768,0.04753482809330718,0.9466294427641111,0.000813362939181867
4FGL J0316.6-2216,-12.177721,0.1480974853038787,0.77266383,212.64315795898438,-56.78529357910156,4.129478931427002,bll,0.36040201508334796,0.5954592425922027,0.04206115299848637,0.002077589325962971
4FGL J0316.9-0625,-11.692952,0.1501222997903823,0.93175244,188.70127868652344,-49.74158477783203,9.144513130187988,bcu,0.03825693004990618,0.9071393456739678,0.05437302567696998,0.0002306985991559897
4FGL J0317.7-2804,-11.899533,0.0370772816240787,-1.9281658,223.25856018066406,-57.70433807373047,5.207078456878662,fsrq,0.7158615777362042,0.2523383774175658,0.031800036126205654,8.720024313714811e-09
4FGL J0317.9+2010,-11.996455,0.0660897567868232,1.5416656,163.64682006835938,-30.876253128051758,4.686191558837891,bcu,0.0059958456617159785,0.9772123261247603,0.01679182712112913,1.0923947327446305e-09
4FGL J0318.2+0254,-11.177274,0.4842383861541748,0.2072897,178.4355926513672,-43.58662033081055,28.737855911254883,msp,0.00032276064149592567,1.7468214503491657e-08,0.3431752557557503,0.6565019661345393
4FGL J0318.7+2135,-11.038843,0.0450658798217773,0.15420485,162.82186889648438,-29.63498878479004,23.23563575744629,bll,0.02867797576076851,0.13315078116879103,0.4499708221594785,0.3882004209109621
4FGL J0318.8+2848,-11.862821,0.5419139862060547,0.032834053,158.01104736328125,-23.841156005859375,3.5868101119995117,unas,0.020477506506311128,0.0002685098159026821,0.03284450997842174,0.9464094736993645
4FGL J0319.4-7045,-11.840774,0.0716604366898536,1.6953039,287.5316467285156,-41.66703414916992,8.7935152053833,bcu,0.0008997563791093497,0.975255685058289,0.02384455851962455,4.297727451448747e-11
4FGL J0319.8+1845,-11.209978,0.0526981689035892,2.144566,165.11697387695312,-31.69841766357422,20.4081974029541,bll,3.605182859254192e-08,0.05927716071631866,0.9407228032318518,1.0090525651416769e-15
4FGL J0319.9-3821,-11.712846,0.1232116073369979,-0.57046056,242.37767028808594,-57.06758499145508,7.53220272064209,bcu,0.7066706857530942,0.14100773995049362,0.08778335882843125,0.06453821546798096
4FGL J0320.6+2728,-11.658758,0.1219394132494926,-0.6675732,159.2172393798828,-24.685157775878906,4.263070106506348,rdg,0.7727786285411516,0.11401250407514385,0.07927403833403554,0.03393482904966895
4FGL J0321.3-1612,-12.071165,0.2573793828487396,0.57064366,203.30467224121094,-53.66718292236328,3.644247531890869,bll,0.32938639233017,0.6158908588463193,0.005789246953226813,0.048933501870283946
4FGL J0322.0+2335,-10.785141,0.0216646436601877,1.0462756,162.0928497314453,-27.59630584716797,39.78888702392578,bll,5.815657471545415e-06,0.3767807714264944,0.6231470926140895,6.632030194454581e-05
4FGL J0322.4+6606,-11.451346,0.1193425506353378,-1.02067,137.41836547851562,7.5824198722839355,4.265107154846191,bcu,0.9343715434806619,0.009051920840080685,0.05509904124180519,0.001477494437452155
4FGL J0322.6-5040,-11.892883,0.0975975319743156,-1.4239459,262.75823974609375,-52.97832107543945,4.7082672119140625,fsrq,0.8978721753718167,0.07711699468447511,0.025004080597050688,6.749346657244372e-06
4FGL J0322.6-3712e,-11.217513,0.0423421040177345,0.0734911,240.16665649414062,-56.69290542602539,19.441707611083984,rdg,0.08813294539674989,0.049928347442527096,0.6490666628202338,0.21287204434048917
4FGL J0322.9+0940,-11.718536,0.0335404425859451,-0.6763811,173.13441467285156,-38.00422668457031,5.2602057456970215,bcu,0.25259440555456,0.6551369951140987,0.04996868606484499,0.042299913266496396
4FGL J0323.6+6142,-11.377482,0.1654366105794906,-0.9584379,139.95896911621094,3.979588031768799,3.6792714595794678,unas,0.8776044536693418,0.0004865125448589064,0.11573516640921534,0.006173867376584088
4FGL J0323.7-0111,-11.147792,0.0840670317411422,0.87364554,184.03367614746094,-45.22539520263672,26.636171340942383,bll,0.0008760989819936632,0.049640227759899076,0.9490994506044214,0.0003842226536859185
4FGL J0324.3-1313,-11.744426,0.0732010528445243,-1.4997782,199.390869140625,-51.701820373535156,4.865476608276367,bcu,0.8333343246062008,0.1409438959951982,0.025717973665303897,3.8057332971142463e-06
4FGL J0324.8-2043,-11.896801,0.3089062869548797,0.74082565,211.01722717285156,-54.496883392333984,6.452328681945801,bcu,0.22549087444526045,0.7226758872248142,0.0014406940051952901,0.05039254432473012
4FGL J0325.2+4705,-11.187121,0.118975706398487,-1.2638065,148.24996948242188,-8.08228588104248,9.077922821044922,bcu,0.8877290253679817,0.000841034945061307,0.11123433565199115,0.00019560403496585166
4FGL J0325.3+3332,-12.076335,0.3396538197994232,0.67375565,156.2422637939453,-19.19550323486328,5.0219550132751465,bll,0.29576176188537734,0.583235775253483,0.00036783809616697325,0.12063462476497262
4FGL J0325.5-5635,-10.965241,0.0314648710191249,1.2226114,270.8244323730469,-49.82160186767578,41.50807189941406,bll,3.577872182720243e-05,0.5092734900162307,0.4906853585857609,5.372676181295952e-06
4FGL J0325.6-1646,-11.0032,0.0521284975111484,1.1203003,204.8791961669922,-52.935646057128906,35.272254943847656,bll,0.00010712968295534012,0.4383311227377862,0.561528546317994,3.320126126453831e-05
4FGL J0325.7+2225,-10.682924,0.1599650382995605,-1.020153,163.6782684326172,-27.973644256591797,37.89750289916992,fsrq,0.8231401036662636,0.0016515334730529373,0.10436179640700625,0.0708465664536771
4FGL J0325.9-1843,-11.777516,0.0362230017781257,-1.351838,207.93641662597656,-53.59939956665039,6.179378509521484,bcu,0.4904206274540908,0.4639204812252659,0.045538691758629,0.00012019956201423914
4FGL J0326.2+0225,-11.110674,0.0190824307501316,1.6539888,180.75759887695312,-42.41933822631836,24.080228805541992,bll,1.0966129547084024e-06,0.042155805342145164,0.9578430979552265,8.967359082710485e-11
4FGL J0326.7-3404,-11.866082,0.1518787592649459,0.2950306,234.41940307617188,-56.07291793823242,9.514762878417969,bcu,0.46434709985632666,0.4125579696410542,0.0559123480158964,0.06718258248672272
4FGL J0327.3+2355c,-11.576271,0.1914187669754028,-0.36683965,162.95233154296875,-26.57536506652832,5.539062023162842,unas,0.6132240837339468,0.07047179482944572,0.08001426969496002,0.23628985174164757
4FGL J0327.5-1805,-11.435442,0.1295025646686554,-1.9631904,207.1726837158203,-53.01129913330078,6.627224445343018,bcu,0.7530960685340463,0.007814553884698617,0.23908937302106079,4.5601943321899534e-09
4FGL J0327.8-2202,-11.759151,0.0955267697572708,-1.2222366,213.53077697753906,-54.21287155151367,6.224540710449219,fsrq,0.8623631443751028,0.10664029353778189,0.030872758228100695,0.0001238038590147067
4FGL J0328.0+6046,-11.292406,0.4320015907287597,-0.4868543,140.92616271972656,3.4936070442199707,6.268405437469482,unas,0.062248911684490496,5.228219772191499e-06,0.6268793541177528,0.31086650597798443
4FGL J0328.4-4736,-11.372565,0.0624260567128658,-0.97375536,257.4504699707031,-53.26913833618164,18.397645950317383,unas,0.8460321675773383,0.023403600383562786,0.12359321529694778,0.0069710167421511105
4FGL J0328.6+5330,-11.16043,0.2395096272230148,-0.66778326,145.08734130859375,-2.459855318069458,8.07429313659668,unk,0.2656567447096908,0.00025536522593817503,0.4882930324079374,0.24579485765643347
4FGL J0328.8-5715,-12.041656,0.2662118971347809,1.1927562,271.3487548828125,-49.085960388183594,7.130294322967529,bll,0.05391918563755798,0.9431795376977318,0.002807482957079601,9.379370763058576e-05
4FGL J0328.9+3514,-11.451208,0.1989677846431732,-0.669348,155.81634521484375,-17.3735294342041,6.0675578117370605,bcu,0.7566976096030366,0.00651817353069688,0.14017621895543939,0.09660799791082705
4FGL J0329.2+5750c,-11.205551,0.2233708053827285,-0.73420787,142.700439453125,1.1641043424606323,4.665254592895508,unas,0.4458350344623935,0.00035488804140140014,0.39302524185637544,0.1607848356398296
4FGL J0330.1+5038,-11.29518,0.2571196854114532,-0.22794366,146.91195678710938,-4.696354866027832,11.956751823425293,msp,0.14670860541426706,0.0006095466029571643,0.20416651377947298,0.6485153342033028
4FGL J0330.6+4659,-11.418361,0.2886790037155151,-0.49476457,149.07095336914062,-7.649857044219971,7.090303897857666,bcu,0.47868738227336693,0.0031491728946897433,0.16502362901282036,0.3531398158191229
4FGL J0330.6+0438,-11.297557,0.1373863667249679,-0.066292286,179.51829528808594,-40.131935119628906,16.111833572387695,bcu,0.2641318575996969,0.005736111018390093,0.33363802968894657,0.3964940016929665
4FGL J0330.7+5845,-11.109433,0.3925858438014984,-0.48668647,142.34934997558594,2.0219779014587402,7.690973281860352,unas,0.018067211243478362,1.963682394899373e-06,0.7014835296607801,0.2804472954133467
4FGL J0330.7-2408,-11.820003,0.0152694601565599,-0.0027320385,217.291748046875,-54.11109161376953,8.537513732910156,bcu,0.3733953112310473,0.5384267891120545,0.02832980324850878,0.05984809640838943
4FGL J0331.1-5243,-11.986634,0.0630456730723381,-1.2334267,264.87811279296875,-50.90613555908203,4.3843817710876465,bcu,0.535829379553238,0.42573369892481183,0.03820930834684481,0.0002276131751054834
4FGL J0331.2-0919,-11.847284,0.0973391160368919,-0.43611836,195.35971069335938,-48.3394660949707,4.6968092918396,unas,0.40136605320233226,0.43300807969828486,0.07097034674492368,0.09465552035445929
4FGL J0331.3-6156,-11.205815,0.0898287966847419,0.5839083,276.9745788574219,-46.31804656982422,29.252275466918945,bll,0.01126293689825888,0.0497646554494274,0.9263255501543133,0.012646857498000498
4FGL J0331.8-4404,-12.091053,0.1119540855288505,0.3062718,251.47203063964844,-53.735633850097656,4.149686336517334,unas,0.4721830067109764,0.4334284029681355,0.052491204939134097,0.04189738538175414
4FGL J0331.8-7040,-11.9582405,0.1806236058473587,1.7382398,286.5275573730469,-40.9644775390625,7.935460090637207,bll,0.0028784841482391147,0.9784088121137234,0.018712702935912557,8.021249926624271e-10
4FGL J0331.9+6307,-10.914367,0.0521675273776054,0.047610283,139.95448303222656,5.69434928894043,24.013233184814453,bll,0.02346979680711092,0.1455341319073163,0.1156021115275722,0.7153939597580007
4FGL J0332.1-1123,-11.580893,0.1797341257333755,-0.4598093,198.24856567382812,-49.17538833618164,9.786627769470215,fsrq,0.6950289382490392,0.05135690321316988,0.09169056125885361,0.1619235972789373
4FGL J0332.2-1737,-11.735452,0.307064414024353,-0.47736955,207.13385009765625,-51.81379318237305,6.174563407897949,bcu,0.6491834259683935,0.05974074659151762,0.027481836137670603,0.26359399130241823
4FGL J0332.8+1557,-11.783168,0.2689940929412842,0.4456854,170.01942443847656,-31.781885147094727,4.663362979888916,bcu,0.3095016116431236,0.52452877055148,0.006098224996555672,0.15987139280884072
4FGL J0333.0-3044,-11.95457,0.0952162593603134,0.7430332,228.62847900390625,-54.64431381225586,6.229794025421143,unas,0.15651845616053578,0.8079349744016718,0.03491767997252943,0.0006288894652628313
4FGL J0333.1+8227,-11.651319,0.1387484222650528,0.90352273,128.1796112060547,21.286392211914062,13.72792911529541,bcu,0.03501935561417704,0.8959544655252374,0.06875480143014476,0.00027137743044084584
4FGL J0333.3+0233,-11.75259,0.1631299555301666,0.51766133,182.157958984375,-40.98509216308594,5.900332450866699,bcu,0.22796480634584576,0.7008935263980439,0.05207558706094186,0.019066080195168637
4FGL J0333.7+7851,-11.106455,0.0514365583658218,0.22883534,130.5537109375,18.462017059326172,32.36261749267578,bll,0.01838168911275391,0.06028043131176225,0.8062893005646482,0.11504857901083548
4FGL J0333.7+2916,-10.844484,0.1153258606791496,0.72623444,160.5220947265625,-21.507490158081055,41.379913330078125,bll,0.003701520231303459,0.2726915777104783,0.6730957705472377,0.05051113151098053
4FGL J0333.8+4007,-11.734746,0.1551345139741897,0.6598613,153.63253784179688,-12.877236366271973,9.07073974609375,bcu,0.13521924929669385,0.8065348162908385,0.05332752246564511,0.004918411946822555
4FGL J0333.9+6537,-10.840248,0.0686172395944595,0.86892056,138.67202758789062,7.841919422149658,38.394378662109375,bll,8.415626510719952e-05,0.5195437070464055,0.47837478402759176,0.001997352660895675
4FGL J0334.2-3725,-10.603985,0.0716293901205062,0.33086514,240.16171264648438,-54.387451171875,80.15797424316406,bll,0.007571098609334887,0.2580883490549045,0.4819552118295721,0.2523853405061885
4FGL J0334.2-4008,-10.473537,0.0777966231107711,-0.34630966,244.77178955078125,-54.07448196411133,103.37487030029297,bll,0.13290963480297316,0.03769349917327151,0.2917182673570446,0.5376785986667107
4FGL J0334.3+4820,-11.508994,0.1056321188807487,-0.67237616,148.798828125,-6.177948951721191,5.376561641693115,unas,0.7621570539216808,0.10349761555950587,0.09853781202306308,0.035807518495750174
4FGL J0335.1-4459,-11.346128,0.0170163456350564,0.5845337,252.7017364501953,-52.93403625488281,22.091341018676758,bll,0.08024976700686887,0.16476899217421642,0.7468977129980092,0.008083527820905321
4FGL J0335.6-0727,-11.912451,0.0274670533835887,0.88015556,193.8358612060547,-46.435768127441406,5.272270202636719,unas,0.08860036242480847,0.8899253999095865,0.02143397220522279,4.026546038222898e-05
4FGL J0336.0+7502,-11.102497,0.3753530383110046,0.24640393,133.0828399658203,15.527863502502441,38.18867492675781,lmb,0.001256496945728401,2.033057181475402e-06,0.19139911587664057,0.8073423541204495
4FGL J0336.4+3224,-10.973138,0.4313879013061523,-0.6606469,158.91551208496094,-18.696823120117188,14.541455268859863,fsrq,0.04561591430135135,7.800807101222714e-07,0.18279260834150463,0.7715906972764339
4FGL J0336.7-2445,-12.227094,0.4486024081707001,0.05298686,218.80433654785156,-52.92557907104492,3.1870996952056885,unas,0.07605066827829203,0.02057096997771383,0.0006992318107658532,0.9026791299332283
4FGL J0336.7-1305,-11.53613,0.1380069553852081,-1.0885555,201.3562774658203,-48.95472717285156,8.583660125732422,fsrq,0.9352798888715794,0.01202928812142309,0.05198009671732211,0.0007107262896753755
4FGL J0337.8-1157,-11.685063,0.1156926229596138,-0.93826437,200.0087127685547,-48.195716857910156,5.150374889373779,fsrq,0.8679761326824657,0.07998031839818512,0.0489862491283541,0.0030572997909949795
4FGL J0337.9+4058,-11.727777,0.1547414809465408,0.5102725,153.7411651611328,-11.72110366821289,5.933984756469727,unas,0.21722898732300924,0.703875699897171,0.060612145435171016,0.01828316734464872
4FGL J0338.1-2443,-12.031791,0.1158983930945396,2.2116075,218.8680877685547,-52.614158630371094,6.282150745391846,bll,0.0002510961940532308,0.9659992502847301,0.03374965352121505,1.5486582937174947e-15
4FGL J0338.5+1302,-10.792731,0.1471625566482544,1.1372495,173.58494567871094,-32.935447692871094,41.110496520996094,bll,0.000172940907671583,0.07997904537853222,0.9191649818813299,0.0006830318324663301
4FGL J0338.7-5319,-12.008071,0.209292322397232,0.832582,265.00213623046875,-49.62638854980469,5.888514518737793,bcu,0.1572740220095931,0.8275159734048582,0.013255526671938554,0.0019544779136101927
4FGL J0338.7-5706,-12.0911045,0.0402256399393081,1.410747,270.1639404296875,-47.985694885253906,5.374406814575195,bll,0.02105728961110543,0.964876782243335,0.014065917793905322,1.0351654364849074e-08
4FGL J0339.2-1736,-11.123175,0.0547143518924713,0.9527941,208.0763702392578,-50.24436950683594,27.491708755493164,bll,0.0003678026024482356,0.06612308962274718,0.933433923218603,7.518455620153325e-05
4FGL J0339.5-0146,-10.283338,0.0775691196322441,-0.98098636,188.0000762939453,-42.456321716308594,96.5829086303711,fsrq,0.5174222799580329,0.052539673244460516,0.34184524647590014,0.08819280032160631
4FGL J0340.3+4130,-10.717806,0.4209967255592346,0.39769173,153.78671264648438,-11.023722648620605,61.995513916015625,msp,1.2336583324523215e-06,4.5691824404401036e-10,0.058050846571058204,0.9419479193136912
4FGL J0340.4-2422,-12.006852,0.4664324223995209,0.61147547,218.51638793945312,-52.0087890625,9.014585494995117,fsrq,0.09317564296964949,0.03002920682520787,6.549413988118111e-05,0.8767296560652615
4FGL J0340.5-2118,-10.954007,0.0560893043875694,-0.5614619,213.77926635742188,-51.17827606201172,40.95865249633789,bll,0.456324210902561,0.04815676540868608,0.06049746077051243,0.43502156291824057
4FGL J0340.5-0256,-11.772591,0.2468150854110717,0.28762007,189.4951629638672,-42.911102294921875,8.885405540466309,bcu,0.36850422136916944,0.4084310517032363,0.011129686646508383,0.21193504028108598
4FGL J0341.9+3153c,-11.318235,0.2337715774774551,-0.09104371,160.2190399169922,-18.363759994506836,7.147989749908447,unas,0.15948270295380645,0.0015723943932656767,0.1308485815525737,0.7080963211003543
4FGL J0342.4+3125c,-11.306396,0.1260160952806472,-0.93740153,160.61749267578125,-18.663175582885742,4.903425693511963,unas,0.9050363413238932,0.0009729248938832871,0.0894595233626894,0.004531210419534049
4FGL J0342.8-3007,-12.138769,0.342479795217514,0.39964294,227.92996215820312,-52.486995697021484,6.4223761558532715,bcu,0.31222198375473115,0.29028850325911437,0.00032859052639497505,0.3971609224597595
4FGL J0343.2-2529,-11.454356,0.2202632129192352,-0.46590686,220.51040649414062,-51.64866638183594,16.228242874145508,fsrq,0.5808577109434523,0.012483613374798534,0.12121773674781255,0.2854409389339365
4FGL J0343.2-6444,-11.189909,0.0674597471952438,-0.029552937,279.2272644042969,-43.65923309326172,27.57193374633789,bll,0.0838362702475083,0.03633691238296409,0.6035971587560075,0.27622965861352
4FGL J0343.4+3621,-11.234822,0.1280191838741302,-0.47389674,157.54086303710938,-14.700952529907227,13.70287036895752,fsrq,0.5798095036633343,0.0021724138845685254,0.26739833194437007,0.15061975050772708
4FGL J0344.2+3203c,-11.107962,0.3681656122207641,-0.38636756,160.5145721435547,-17.923107147216797,8.601201057434082,bcu,0.013313246853186285,3.4698252898388218e-06,0.6299713964858092,0.3567118868357146
4FGL J0345.2+4735,-11.832791,0.219739630818367,0.8339703,150.71568298339844,-5.686984062194824,4.305482387542725,unas,0.10533823754538316,0.8774402229177796,0.014541854443817228,0.0026796850930200524
4FGL J0345.5-3301,-11.801834,0.0606385730206966,-0.24825907,232.7244110107422,-52.1490592956543,7.279691219329834,bcu,0.2678890776287136,0.6195837512647495,0.03779562568980227,0.07473154541673446
4FGL J0346.1+0342,-11.844306,0.0589672178030014,1.2347369,183.6329345703125,-37.80142593383789,5.2880353927612305,unas,0.01105932105982742,0.9674097508085905,0.021530706352828208,2.2177875393085712e-07
4FGL J0346.2+3235c,-11.2109165,0.1464127898216247,-1.0596052,160.4961395263672,-17.24667739868164,6.361293792724609,unas,0.855718746230323,0.0003079111569551588,0.14159478852100188,0.00237855409171998
4FGL J0347.0+4844,-11.270084,0.0939657762646675,-1.2440352,150.23687744140625,-4.6010589599609375,6.740062713623047,fsrq,0.9251959664816871,0.001894165651594504,0.07271393068755952,0.00019593717915882122
4FGL J0347.0-6400,-12.026838,0.4411230087280273,0.20563817,278.0704650878906,-43.70363998413086,7.310083389282227,unas,0.09760844999625624,0.021555220919146693,0.0009479199308137314,0.8798884091537834
4FGL J0347.5+0722,-11.916237,0.2292107194662094,1.0350523,180.41554260253906,-35.163265228271484,6.7071099281311035,unas,0.0630189901340494,0.9278959268388668,0.008786545827311656,0.0002985371997721983
4FGL J0347.6-0133,-12.042904,0.4204585552215576,1.0579019,189.33511352539062,-40.682220458984375,5.107046127319336,bcu,0.2761518555069695,0.6332946120870108,1.5292904866103262e-05,0.09053823950115367
4FGL J0348.2+6035,-11.475481,0.1582606136798858,1.3231897,143.02342224121094,4.811793804168701,11.157098770141602,bcu,0.004880814238753326,0.5085473629235673,0.48656611574985353,5.7070878258440905e-06
4FGL J0348.5-1804,-12.041695,0.1828591525554657,1.2265577,209.9938201904297,-48.342384338378906,4.6516289710998535,unas,0.04213005700530092,0.9433941811007229,0.014469114127406105,6.647766570110162e-06
4FGL J0348.6-1609,-11.166197,0.0691707208752632,-1.1233929,207.33810424804688,-47.628475189208984,23.60112762451172,bll,0.8511053527270617,0.005072959457818383,0.1422138712005615,0.001607816614558422
4FGL J0348.8+4610,-11.435312,0.2993004918098449,-0.6311176,152.09075927734375,-6.414720058441162,5.371578216552734,bcu,0.6570937608635101,0.0037355598510088865,0.13904979953033766,0.20012087975514323
4FGL J0349.6+4026,-11.567288,0.3158642649650574,-0.09573245,155.85366821289062,-10.7759370803833,7.418208122253418,unas,0.26448725646375454,0.040132960578349405,0.03261211630256126,0.6627676666553348
4FGL J0349.6+2410,-11.488089,0.2625553905963897,-0.8615601,167.0186767578125,-23.061290740966797,6.579370498657227,bcu,0.8796435910171605,0.009534013957416433,0.07261460533485876,0.03820778969056433
4FGL J0349.8-2103,-10.927561,0.1334286481142044,-0.9685075,214.4039764404297,-49.034820556640625,35.94441223144531,fsrq,0.9688023161528994,0.001577654537991748,0.014163325449174504,0.01545670385993436
4FGL J0350.0+0640,-11.959659,0.1696966588497162,2.1732059,181.55282592773438,-35.163204193115234,6.5306196212768555,bcu,0.00029161943909389613,0.9606740893279068,0.03903429123295777,4.151115598268444e-14
4FGL J0350.4-5144,-11.665715,0.0383167006075382,1.7358227,261.7540588378906,-48.53817367553711,13.435285568237305,bcu,0.00017182832001094936,0.9639609870722883,0.03586718460093896,6.761856172517797e-12
4FGL J0350.5+4210,-11.891063,0.1684106737375259,0.9604478,154.86807250976562,-9.33189582824707,4.35557222366333,unas,0.07228658660399365,0.9016825770859762,0.025835055434284014,0.00019578087574616918
4FGL J0350.8-2814,-11.816922,0.1528549194335937,1.5232148,225.32147216796875,-50.500362396240234,7.218477725982666,bll,0.003927828844981913,0.9610669020236383,0.03500524578323712,2.3348142764099287e-08
4FGL J0351.6+2921,-11.679171,0.0539398305118083,-1.5009853,163.6383819580078,-18.928617477416992,5.934573650360107,bcu,0.7450015998489419,0.22287668939285843,0.0321145111589637,7.19959923592795e-06
4FGL J0352.0-2516,-11.958277,0.0822775512933731,-0.5196352,220.84812927246094,-49.66953659057617,4.791636943817139,bcu,0.24801203765064744,0.6266403192615102,0.05817461388154324,0.06717302920629908
4FGL J0352.0-3702,-12.2317295,0.3743603527545929,1.1429925,239.22314453125,-50.868038177490234,5.066218376159668,bll,0.14948403943171393,0.845859258035468,7.526541323274492e-05,0.00458143711958533
4FGL J0352.9-3623,-11.744862,0.2839325368404388,1.2562871,238.1792449951172,-50.697601318359375,11.968086242675781,bll,0.02944124360778757,0.963807985242006,0.006556876314753374,0.00019389483545300483
4FGL J0353.0+5654,-11.148355,0.0399357825517654,0.4264753,145.83790588378906,2.34023380279541,17.52198600769043,bll,0.012200353047741539,0.06132369454182219,0.9006705254230686,0.025805426987367684
4FGL J0353.0-6831,-11.506127,0.0407206043601036,2.8813906,282.7972717285156,-40.769901275634766,16.51841926574707,bll,8.237454175153847e-10,0.7834273442196305,0.21657265495662412,3.871269949921756e-26
4FGL J0354.4+4643,-10.995241,0.0954389721155166,-1.1505197,152.48377990722656,-5.379566192626953,16.852474212646484,bcu,0.9819817828374895,0.003882224179443319,0.01255654269844112,0.0015794502846260183
4FGL J0354.7+8009,-11.675683,0.1416950076818466,0.01877904,130.4280242919922,20.081562042236328,12.106972694396973,bll,0.46922783571248705,0.27528665613524766,0.08519537383924373,0.1702901343130215
4FGL J0355.1-1841,-11.898901,0.216557964682579,0.70186234,211.647705078125,-47.10777282714844,8.780280113220215,bll,0.18535125609864214,0.7915432080805213,0.014657613224193882,0.008447922596642773
4FGL J0355.3+3909,-11.83411,0.0809402465820312,1.4851184,157.54232788085938,-11.043866157531738,5.682858943939209,bcu,0.003061145176539739,0.9715204179854667,0.02541843264829088,4.189702727781248e-09
4FGL J0356.1-1329,-11.714215,0.0282836016267538,0.7707372,204.85858154296875,-44.88291549682617,9.633191108703613,bcu,0.05275530143910194,0.915038444042498,0.03206934910448748,0.00013690541391247042
4FGL J0356.9+3013c,-11.657378,0.2086981236934662,-0.40864015,163.91506958007812,-17.523378372192383,4.933574199676514,unas,0.6461193798731706,0.07790249990037257,0.05831785004677147,0.21766027017968526
4FGL J0357.0-4955,-11.211964,0.0749081298708915,0.16546369,258.6922912597656,-48.07456588745117,31.735036849975586,bll,0.06247901054634983,0.046340387295147965,0.7184454580485172,0.17273514410998506
4FGL J0357.2-0319,-11.717118,0.1479986011981964,1.4165087,193.03228759765625,-39.67487716674805,8.103276252746582,bcu,0.004062446779440472,0.9434192502669364,0.05251814398167481,1.5897194835749764e-07
4FGL J0357.6-4625,-11.679797,0.0525038875639438,-1.2883179,253.50010681152344,-48.7840576171875,10.144218444824219,bll,0.6290712484621873,0.33022886500209336,0.040547969863903605,0.0001519166718156649
4FGL J0357.7-6808,-12.074314,0.2417055070400238,1.2042279,282.0537109375,-40.61751937866211,5.365596294403076,unas,0.051781306738913534,0.9434916358240708,0.004687849963724506,3.920747329109462e-05
