,log10(Energy_Flux100),LP_beta,log10(LP_EPeak),GLON,GLAT,Signif_Avg,CLASS1,1_PDF,2_PDF,3_PDF,4_PDF,Gauss_PDF
4FGL J0726.4-4727,-10.919497,0.1086829304695129,-0.99013424,259.3698425292969,-14.145757675170898,20.6502628326416,fsrq,0.9877539922852245,0.004243907811389891,0.0014432537091411477,0.0011913486159964887,0.005367497578247775
4FGL J0727.1+3734,-12.009199,0.3138385713100433,1.1433787,181.0706329345703,22.792957305908203,4.871942043304443,bll,0.024070502343794566,0.9750206848710464,0.0002892135643169338,0.0006195974683783183,1.7524638965720405e-09
4FGL J0727.3+2152,-11.54049,0.1331182122230529,-1.5681467,196.77871704101562,17.37814712524414,6.015659809112549,unas,0.9082483440158632,0.04100936386082,0.05073740054470457,2.6054919566577024e-06,2.2860866556730477e-06
4FGL J0728.0-4740,-11.833745,0.3046533763408661,0.93895316,259.6855773925781,-13.988228797912598,3.8715343475341797,fsrq,0.040641316041801094,0.9506796591816419,0.0007216511332111819,0.007956766737008066,6.069063377903223e-07
4FGL J0728.5+6128,-11.581947,0.1950566917657852,-0.8234291,155.18089294433594,27.982006072998047,9.840274810791016,bcu,0.5574914655342046,0.03324930778810399,0.06226423788806356,0.03462118168399372,0.31237380710563417
4FGL J0729.1-3131,-11.4387245,0.1143411248922348,-0.2869978,245.10511779785156,-6.55930233001709,7.571352958679199,bcu,0.2577641176339902,0.09182920379180359,0.06552234755322295,0.15338454575996757,0.4314997852610156
4FGL J0729.1+5703,-11.795879,0.1103973984718322,-0.24476528,160.15219116210938,27.511672973632812,6.627137184143066,fsrq,0.19787912662897159,0.4327788834889673,0.03212484898732239,0.1392790435471193,0.19793809734761939
4FGL J0729.3-1445,-11.157165,0.1404627412557602,-0.6523211,230.3590545654297,1.4669508934020996,8.50603199005127,psr,0.7381814970109156,0.002022717731254077,0.003938988006587835,0.025295284091549873,0.23056151315969248
4FGL J0730.1+6852,-12.022584,0.4052670300006866,0.19206882,146.80430603027344,28.633066177368164,8.021026611328125,bcu,0.0684470140731718,0.08017361428105364,0.00030775718253193805,0.8278592914650779,0.023212322998164787
4FGL J0730.4+3308,-11.503908,0.1498199254274368,0.7055814,185.8645477294922,22.063701629638672,15.722684860229492,bll,0.038318272721403764,0.8724102164947523,0.08312927701331715,0.006073700677359977,6.853309316693207e-05
4FGL J0730.5-0535,-10.914515,0.0400569848716259,-0.8129618,222.4051971435547,6.0863728523254395,28.018558502197266,bll,0.8422450586321145,0.06077161762732077,0.008264218679516468,0.026971469681297232,0.061747635379751135
4FGL J0730.7-6602,-11.464454,0.0641879886388778,1.7795358,277.5975646972656,-20.79304313659668,15.766312599182129,bll,1.8450407455467466e-05,0.921752801209611,0.07822874837405179,8.881558662286308e-12,2.7774709466326522e-18
4FGL J0731.0+6607,-12.049717,0.3934909403324127,0.28667593,149.9432830810547,28.619455337524414,7.444247245788574,unas,0.08299638729360997,0.14156945645850724,0.00010647306325869285,0.7659368023155759,0.009390880869048117
4FGL J0731.2-1403,-11.583841,0.3292267024517059,0.32986093,229.96633911132812,2.1987173557281494,8.528998374938965,bll,0.09073818947583587,0.1396835325779985,0.0017945462166760555,0.730123229247907,0.03766050248158252
4FGL J0731.5-1910c,-11.19358,0.3070916831493377,-0.6597569,234.48068237304688,-0.18879207968711853,4.277639389038086,unas,0.07775164359690838,8.84134568511801e-05,0.005781319378316435,0.033178134447323,0.883200489120601
4FGL J0731.8-3009,-11.527939,0.1673694103956222,0.7358227,244.16712951660156,-5.396684169769287,8.29789924621582,bcu,0.03279254212398682,0.9078884806410858,0.05396150935008858,0.005319475138139116,3.7992746699545164e-05
4FGL J0731.9+2805,-11.88264,0.143859788775444,0.49534702,191.07704162597656,20.650938034057617,5.083627700805664,bll,0.13233132020732147,0.8283086693849213,0.022468719432895985,0.016474831375405247,0.0004164595994560568
4FGL J0732.7-4638,-11.380456,0.4120561778545379,-0.45591998,259.08966064453125,-12.835110664367676,10.33092975616455,bcu,0.0274003938848916,4.458113500957311e-05,0.05205851973866025,0.08607974663610417,0.8344167586053344
4FGL J0733.1+5910,-11.723763,0.1571703553199768,-0.13333392,157.85198974609375,28.295568466186523,11.304288864135742,bcu,0.2503623922949817,0.21630629497887371,0.031734866640932405,0.22020933735926884,0.28138710872594336
4FGL J0733.3-7615,-12.014548,0.1461254358291626,1.5507894,288.142333984375,-23.858945846557617,5.178563594818115,unas,0.0025684338528017864,0.9906517032730255,0.006779855586368374,7.287802377872141e-09,1.8136681782021036e-15
4FGL J0733.4+5152,-11.546931,0.0365787968039512,2.3942146,166.021484375,27.314451217651367,14.049481391906738,bcu,9.08337970363086e-08,0.967414215701885,0.03258569346431797,1.659151050317762e-19,7.023304225583696e-30
4FGL J0733.5+3517,-11.79758,0.1701887845993042,0.44235635,183.85272216796875,23.33072853088379,6.364719390869141,bll,0.12367887432934789,0.8217452702525605,0.01920725338793925,0.0340012332554748,0.00136736877467757
4FGL J0733.5-5445,-11.274883,0.0518220402300357,-0.46988058,266.725830078125,-16.177093505859375,17.496171951293945,bcu,0.29488616712032995,0.08064244500538197,0.09221882821399963,0.1333067000686898,0.39894585959159856
4FGL J0733.6+3649,-11.72776,0.0583981499075889,-0.9915552,182.27182006835938,23.819318771362305,6.673751354217529,bcu,0.19495100681788585,0.7715291783021087,0.024237248708756848,0.004013268656725862,0.0052692975145226945
4FGL J0733.7+0205c,-11.558709,0.1785182654857635,-0.9693663,215.91458129882812,10.364633560180664,4.166646480560303,bcu,0.8197261574844494,0.017677622402115217,0.07791761404788304,0.009651168153577293,0.07502743791197516
4FGL J0733.7+4110,-11.41003,0.0563726387917995,0.7607863,177.68838500976562,25.041929244995117,16.339069366455078,bll,0.01965787326994633,0.8142917892893059,0.1652855718486684,0.0007525023539106838,1.2263238168720161e-05
4FGL J0733.8+0455,-11.295536,0.101679541170597,-0.9977646,213.35385131835938,11.681733131408691,14.544432640075684,fsrq,0.9511017092849696,0.007966118363859088,0.03152191292417517,0.001973690596088993,0.007436568830907003
4FGL J0734.0+5021,-11.091156,0.1362178027629852,-0.48692942,167.72677612304688,27.14264678955078,30.68018341064453,fsrq,0.5616130270109082,0.0029113185490263695,0.002839323601930534,0.04732533123672942,0.38531099960140536
4FGL J0734.4-7711,-11.176049,0.1594904214143753,-0.21064138,289.12493896484375,-24.066617965698242,22.29206657409668,bcu,0.2046520370137034,0.0023642979489117994,0.007212530561614357,0.13963947436530277,0.6461316601104677
4FGL J0734.7-1559,-10.343772,0.2717188000679016,-0.19463396,232.0642547607422,2.0129435062408447,65.94710540771484,psr,1.694690480770371e-05,7.234737483750416e-09,0.18673236083767197,0.3422626902625105,0.4709879947602723
4FGL J0735.0-7255,-12.093506,0.2985516190528869,0.33322048,284.7132263183594,-22.7364501953125,4.872790813446045,unas,0.1640401438947765,0.5287795907697075,0.0009313478913216917,0.30086472639715417,0.00538419104704023
4FGL J0736.9-3231,-11.027102,0.3373363316059112,-0.41447043,246.7859649658203,-5.57480525970459,16.11263084411621,unas,0.00970724808632461,6.206457951215733e-06,0.0040452878350981615,0.05999635488655399,0.926244902734072
4FGL J0737.3-8247,-11.259725,0.0437424518167972,0.82462764,295.09820556640625,-25.475177764892578,19.61836814880371,bll,0.013199668682214206,0.6164553083230674,0.3697310247278338,0.0006041176763793841,9.880590505108673e-06
4FGL J0737.9-3041,-11.56971,0.2119314670562744,0.00843358,245.26634216308594,-4.508924961090088,4.353806972503662,msp,0.17018875563984115,0.23362644544777683,0.01639816369311325,0.3078564047401827,0.2719302304790861
4FGL J0738.1+1742,-10.241212,0.0562884248793125,0.26894975,201.84835815429688,18.078001022338867,88.1635513305664,bll,0.01959809623509749,0.5186646835582094,0.3741696027761449,0.07864352884596551,0.008924088584582653
4FGL J0738.4+1539,-12.050806,0.2961834073066711,0.82285905,203.8405303955078,17.310007095336914,5.679205417633057,bcu,0.06283767548641,0.925633038565043,0.0005652315111458403,0.01096225666528854,1.7977721126240213e-06
4FGL J0738.6+1311,-11.509954,0.1307548433542251,-1.5277358,206.21571350097656,16.329153060913086,7.1801958084106445,unas,0.920569591502846,0.03315131589511856,0.04626999401443864,4.524393731710259e-06,4.574193865040666e-06
4FGL J0739.2+0137,-10.173594,0.100876547396183,-0.9131181,216.98394775390625,11.377290725708008,107.73346710205078,fsrq,0.8711180731604979,0.03610860571718607,0.05868799663573897,0.027122659156897613,0.00696266532967943
4FGL J0739.6-4530,-11.776052,0.3261327743530273,-0.096247435,258.59820556640625,-11.246885299682617,5.30912971496582,unas,0.11547263151997113,0.08514336350607135,0.0026817373856208256,0.43927741258864283,0.35742485499969395
4FGL J0739.6+7505,-12.071987,0.2484416365623474,0.48330927,139.68746948242188,29.24163818359375,4.707873821258545,unas,0.1514078850621699,0.7714417143662581,0.0036153039337149836,0.07295347688377961,0.000581619754077501
4FGL J0739.7+1743,-11.38692,0.0838312059640884,-1.3069834,201.9961395263672,18.4427490234375,5.037635326385498,bcu,0.9467179257416167,0.022995842771286547,0.03010635694988232,8.661806838035429e-05,9.325646883392768e-05
4FGL J0739.8-6722,-11.848577,0.2348581999540329,1.4082656,279.2583923339844,-20.432889938354492,6.271585464477539,bll,0.0034984971031421057,0.9931774963626812,0.0033223858383929035,1.620694777586812e-06,1.006224509451874e-12
4FGL J0740.0-0753,-11.5011015,0.0884309858083725,-1.4783987,225.58900451660156,7.068239212036133,6.234146595001221,bcu,0.8649408561246764,0.10966093484416342,0.025385363742265226,8.343995704571746e-06,4.50129319048273e-06
4FGL J0740.4+7300,-12.130294,0.2828233242034912,0.36555767,142.0740203857422,29.42411994934082,3.257053852081299,bcu,0.1725781721829771,0.594529384140018,0.001654382221889716,0.22810663854411087,0.003131422911004281
4FGL J0741.0+6618,-11.580427,0.446868896484375,0.27072406,149.76492309570312,29.62439727783203,20.959558486938477,msp,0.013703273113215772,0.0018574483387580948,0.008712110060646127,0.9514344453679492,0.024292723119430905
4FGL J0741.0+3226,-11.992538,0.3209287226200104,1.5618801,187.34207153320312,23.947097778320312,7.342716693878174,bll,0.005503866477692457,0.9942006094027427,0.00029291155984023193,2.612559708073069e-06,1.6344958817800574e-14
4FGL J0741.2-5140,-11.5216875,0.1231691539287567,-1.0908022,264.353759765625,-13.811717987060547,5.388899803161621,bcu,0.9009945269510599,0.06008360144524691,0.03445884176354683,0.0010216442376745902,0.0034413856024717634
4FGL J0741.4-8132,-12.084844,0.2967648506164551,1.1646633,293.8136291503906,-25.005138397216797,4.238839626312256,bcu,0.021575651722981874,0.9778032776566765,0.0003922904326280165,0.00022877968628067145,5.014328498831372e-10
4FGL J0741.4-4709,-11.222748,0.1485172808170318,-0.96225953,260.2459716796875,-11.738334655761719,12.911282539367676,fsrq,0.9544915910091012,0.0010222841700580577,0.013669920011371423,0.0033346541636240816,0.027481550645845045
4FGL J0741.9-4157,-11.386363,0.1420324742794037,-1.1804377,255.6186981201172,-9.217231750488281,6.258824348449707,unas,0.9497482868235657,0.0029365414284611307,0.04516478229067049,0.00041092544714417176,0.0017394640101586509
4FGL J0742.1+4902,-11.509256,0.0809062644839286,-0.32761097,169.4485321044922,28.188961029052734,11.868535995483398,fsrq,0.16044845762194826,0.47999189158452166,0.04075811422797028,0.09962950765758517,0.2191720289079747
4FGL J0742.6+5443,-10.728874,0.0739923194050788,-0.9542661,163.0527801513672,29.0936336517334,62.214603424072266,fsrq,0.8074478621956228,0.11069652526682902,0.024952317753422826,0.02002440855186248,0.03687888623226289
4FGL J0742.8-2822,-10.821836,0.3268891274929046,-0.04168248,243.77777099609375,-2.442108154296875,28.4298095703125,psr,0.00012551311317181646,1.3263057975784332e-06,0.023932741255284887,0.2892565259432116,0.6866838933825341
4FGL J0742.9-5242,-11.286038,0.2043715268373489,-0.8895416,265.42388916015625,-14.035496711730957,8.286019325256348,bcu,0.5948327351207,0.0009192239171004992,0.06810691791371758,0.021164091944089164,0.3149770311043926
4FGL J0743.0-5622,-11.457082,0.1609644293785095,-1.3665577,268.8427429199219,-15.639842987060547,6.857800006866455,fsrq,0.9102668644134894,0.004631329817015741,0.08476547625228348,7.894458946225781e-05,0.00025738492774920243
4FGL J0743.2+4034,-11.705207,0.208744391798973,-1.762362,178.82164001464844,26.614652633666992,4.644131660461426,unas,0.26893867011646067,0.002235683625122558,0.7288233678403246,8.827645423821641e-07,1.3956535495553993e-06
4FGL J0743.6-3805,-11.439127,0.0852715298533439,-0.80491257,252.34640502929688,-7.076909065246582,5.834506034851074,bcu,0.7030472578628577,0.15043084964878592,0.06097699961084553,0.02023853268562077,0.06530636019189018
4FGL J0744.0-2525,-10.77341,0.4563673734664917,0.12599945,241.35328674316406,-0.7392290830612183,35.1639289855957,psr,5.06324191956455e-06,1.262540865097926e-09,0.09003189041437884,0.7031252549962418,0.20683779008491884
4FGL J0744.0+5033,-11.918608,0.0851660892367363,0.99405885,167.80990600585938,28.742406845092773,6.309139251708984,unas,0.015867523835639493,0.9751019028137135,0.009016276574434639,1.4289840882025099e-05,6.935330527137655e-09
4FGL J0744.1+7434,-11.398713,0.0215046387165784,2.9530072,140.2519989013672,29.571495056152344,21.245189666748047,bll,1.1298022707389976e-10,0.5899346408666765,0.4100653590203433,2.697381964232414e-27,1.4773389588761047e-41
4FGL J0744.2-6918,-11.429482,0.1004739329218864,-0.47505665,281.3380126953125,-20.778596878051758,11.23703670501709,bll,0.36908045245418797,0.10578168684287416,0.06819101781297439,0.0987705858635636,0.3581762570263998
4FGL J0744.4-1403,-11.47128,0.2091115415096283,-0.79647946,231.5185546875,5.00736665725708,5.391399383544922,unas,0.44574417099096064,0.012920169567977815,0.05302769532634265,0.03913808214427641,0.4491698819704425
4FGL J0744.9-4028,-11.3811245,0.3010801374912262,0.22506642,254.5690155029297,-7.9989776611328125,13.91275405883789,unas,0.0672549622859674,0.006195954780248391,0.013547770169485624,0.7354959350906894,0.17750537767360913
4FGL J0745.4-2447,-11.233297,0.4066205620765686,-0.7402754,240.96295166015625,-0.15027019381523132,4.323220252990723,bcu,0.06709065604311677,1.1970441319977269e-05,0.01643925988597504,0.022043445200028117,0.8944146684295602
4FGL J0746.0-0039,-11.666158,0.1339098662137985,-1.5620481,219.84939575195312,11.831600189208984,3.96187424659729,fsrq,0.9014699697564241,0.05269928477558011,0.04582597567665153,2.5375780874907644e-06,2.2322132569171785e-06
4FGL J0746.3-0225,-11.323367,0.0800997614860534,1.080545,221.4814453125,11.061637878417969,18.52935218811035,bll,0.003674653060313341,0.5281596318818992,0.46813621692716073,2.94632797338831e-05,3.485089288712262e-08
4FGL J0746.4+2546,-11.169143,0.2881777882575989,-0.935529,194.62950134277344,22.869298934936523,17.29955291748047,fsrq,0.4322025554124948,0.0002638228396038802,0.002800656602879757,0.014905155683187545,0.549827809461834
4FGL J0746.5+2730,-11.466722,0.1493222415447235,-1.0421389,192.85031127929688,23.485088348388672,9.235398292541504,fsrq,0.9254333048579658,0.010028894882967068,0.049581697054118114,0.002284285832689675,0.012671817372259375
4FGL J0746.5-0710,-11.300265,0.1696134656667709,0.09849739,225.73257446289062,8.813261032104492,16.54676628112793,bcu,0.1748101694140904,0.016203164015800114,0.10417607756542467,0.3467769882361088,0.35803360076857604
4FGL J0746.5-4113,-11.661221,0.0991005823016166,0.5499253,255.38487243652344,-8.106513977050781,7.255987167358398,unas,0.037806797497602344,0.9362424371356567,0.022379565082825556,0.003452225079420062,0.00011897520449543322
4FGL J0746.6-4754,-10.7213545,0.0560697801411151,0.8385086,261.3470153808594,-11.30477237701416,51.736209869384766,bll,7.973363638134071e-06,0.8712076381469883,0.12840633862948958,0.00037026936801944614,7.7804918645619e-06
4FGL J0747.2-0736,-11.729462,0.095701202750206,0.8682883,226.19886779785156,8.75992202758789,6.495180606842041,unas,0.012919795728481363,0.972535511337198,0.01445281427953537,9.166102709987061e-05,2.17627685507565e-07
4FGL J0747.2+4529,-11.755817,0.1402302384376526,0.44448853,173.58639526367188,28.4079647064209,7.187692642211914,bcu,0.11082479105040352,0.8384394732425383,0.02709864176180798,0.022510867113284705,0.0011262268319655743
4FGL J0747.3-3310,-10.753282,0.033390749245882,-1.5378306,248.42489624023438,-3.9945342540740967,21.965316772460938,bll,0.8107733708854338,0.15374454523420333,0.03534136692005749,0.00013114086190208616,9.576098403211916e-06
4FGL J0747.5+0905,-11.550731,0.0285241771489381,0.3805182,211.04457092285156,16.552656173706055,11.92690658569336,bll,0.04589657407308814,0.923384346689754,0.023223047734605342,0.006586532878164916,0.0009094986243875257
4FGL J0747.6+7209,-11.830169,0.0499200820922851,-1.5766189,142.9995880126953,30.020612716674805,6.365954875946045,bcu,0.44387831486747376,0.5367577561633913,0.019359860572705993,3.590847263107783e-06,4.775491659496106e-07
4FGL J0748.0-1638,-11.125097,0.1514033824205398,-0.9518802,234.203125,4.462023735046387,14.111152648925781,bcu,0.9620796415798963,0.0008495682761775374,0.0021645027169059153,0.003344323180227129,0.03156196424679303
4FGL J0748.3+8511,-11.6216545,0.1864184439182281,1.0793839,128.2168426513672,28.20916175842285,16.013792037963867,bcu,0.006814414288886672,0.9739790370850357,0.019119436446737147,8.709894706899621e-05,1.3232271513958737e-08
4FGL J0748.6+2400,-11.005298,0.0389842838048934,-1.7275883,196.6024169921875,22.73320770263672,25.25481605529785,fsrq,0.9829422161150562,0.015088702415823848,0.0019684623750221755,5.918289004422214e-07,2.7265197586954174e-08
4FGL J0748.8-1501,-11.702683,0.090422973036766,-0.5494282,232.88861083984375,5.440804958343506,4.220135688781738,unas,0.18309397117717593,0.5841370048132752,0.030602950520088476,0.057715706023787554,0.14445036746567272
4FGL J0749.0-2956,-11.643243,0.1523940861225128,1.1139002,245.8190460205078,-2.044886827468872,5.835333824157715,bcu,0.004867754203141524,0.973237486822825,0.021876033319560017,1.872282622486337e-05,2.828248735588801e-09
4FGL J0749.3+4453,-11.435666,0.1473597139120102,-0.16341782,174.3446044921875,28.657005310058594,16.89615249633789,bcu,0.22192961394697688,0.04159727498373018,0.05735639843457518,0.20718543880219975,0.4719312738325179
4FGL J0749.4+1058,-11.48765,0.0538210608065128,-0.1963911,209.48143005371094,17.805620193481445,10.466967582702637,bll,0.13749899033936763,0.5688627100975163,0.04083190806434794,0.10329108267353587,0.1495153088252322
4FGL J0749.5+1026,-11.598877,0.2345953434705734,-1.1560637,209.989990234375,17.592531204223633,3.494197130203247,fsrq,0.7602297579767712,0.033090752332335396,0.14349341975980318,0.0046652585735926285,0.05852081135749757
4FGL J0749.6+1324,-11.515249,0.2722260057926178,-0.11199355,207.17840576171875,18.866392135620117,13.09107494354248,bcu,0.09890330122980295,0.04211660704108962,0.009191096977495476,0.3153485073660788,0.5344404873855333
4FGL J0749.8-4420,-11.75899,0.4522809088230133,0.12327385,258.4365234375,-9.101469039916992,7.682433128356934,unas,0.025845473005312612,0.005544069296770537,0.005855365473063757,0.90642146546054,0.056333626764313055
4FGL J0749.9+3112,-11.899433,0.098748505115509,-0.72106266,189.2639617919922,25.36285972595215,4.103771209716797,bcu,0.23427756295515625,0.6199439207827149,0.038779608686968566,0.03197559584019192,0.07502331173496826
4FGL J0749.9+1823,-11.538313,0.127902939915657,-0.59967685,202.35386657714844,20.921382904052734,5.358589172363281,fsrq,0.49305231749342954,0.12192108023623295,0.04955145428672695,0.06142576398413579,0.2740493839994747
4FGL J0750.0+8238,-11.833858,0.1155348345637321,-0.8985138,131.0611114501953,28.755281448364258,5.784731388092041,bcu,0.6270431372215185,0.2891760090180054,0.046071555836043755,0.009487035896055908,0.028222262028376483
4FGL J0750.5-7519,-11.761168,0.2466562092304229,0.16378784,287.5513916015625,-22.554914474487305,4.327636241912842,unas,0.1809859347164985,0.43665155918874626,0.005259860123230852,0.30985812851056993,0.06724451746095453
4FGL J0750.8+1229,-10.931295,0.106596790254116,-0.9101901,208.17674255371094,18.736413955688477,32.13813018798828,fsrq,0.9798988668809113,0.004776753846932408,0.001490903679409452,0.0022480597508827966,0.01158541584186396
4FGL J0751.0+7908,-11.422805,0.2358395010232925,0.19762826,134.99571228027344,29.40363311767578,26.508880615234375,bcu,0.1525518546590262,0.06046357717927493,0.02538702965284206,0.5551905356791909,0.20640700282966598
4FGL J0751.0-5131,-10.969569,0.1654812842607498,-0.4160118,264.94287109375,-12.388873100280762,26.58993911743164,bcu,0.34579704113298315,0.0005505688371670507,0.004218844902648824,0.06446515002734461,0.5849683950998563
4FGL J0751.2+1808,-10.98891,0.5981412529945374,0.30986786,202.7217254638672,21.103652954101562,39.70875930786133,msp,1.2557394889809214e-05,4.051713541860159e-12,0.05166223551806729,0.9408095630364401,0.0075156440465509325
4FGL J0751.2-0029,-12.27054,0.4783650040626526,0.8868501,220.3175048828125,13.046255111694336,4.22022008895874,unas,0.08759043039855866,0.2993609252335312,2.8317264032468245e-07,0.613047631299843,7.298954266952723e-07
4FGL J0751.4-0421,-11.529584,0.1299472600221634,0.49355316,223.8271484375,11.249330520629883,10.390425682067871,bcu,0.06525958964674104,0.8499892579643209,0.06410076898753146,0.0194703511535659,0.001180032247840709
4FGL J0751.4+2655,-12.084623,0.2905709743499756,0.57328486,193.8577423095703,24.328170776367188,5.717779636383057,bcu,0.1214483483807136,0.8013269128381753,0.0009308660971646168,0.07612797449684935,0.00016589818709719095
4FGL J0751.6-5029c,-11.655054,0.3952700793743133,-0.44449687,264.0451965332031,-11.815640449523926,4.203833103179932,unas,0.0637568653519,0.006912889206287394,0.015340912518761043,0.13492947474548897,0.7790598581775625
4FGL J0751.9+3314,-10.858524,0.1286145150661468,-0.81586814,187.24977111816406,26.36773109436035,43.28693389892578,fsrq,0.8601535383502437,0.00671642243379562,0.006633485767109125,0.016070597164914758,0.11042595628393673
4FGL J0752.0-2931,-11.300755,0.5650008916854858,-0.04703307,245.78330993652344,-1.2766964435577393,11.497775077819824,unas,0.0008650859063950785,1.0922998358399832e-08,0.36308266752035345,0.515348020463982,0.12070421518627121
4FGL J0752.3-1631,-11.2451725,0.1594143211841583,0.67449856,234.6316375732422,5.417294979095459,21.514982223510742,bcu,0.1000969482980461,0.17749606125428546,0.6388912715112056,0.08123732313058372,0.0022783958058792456
4FGL J0753.0+5353,-10.956433,0.0557868406176567,-0.12978697,164.19285583496094,30.504764556884766,44.90694046020508,bll,0.1264411254927248,0.18432425418656784,0.016953848113869203,0.187396496924907,0.484884275281931
4FGL J0753.1-2624c,-11.471969,0.3769222497940063,-0.36209536,243.22476196289062,0.5353301167488098,5.208301067352295,unas,0.040544546052159174,0.0011237598109816367,0.028878348940306973,0.14390841491603412,0.7855449302805181
4FGL J0753.2+4319,-12.146728,0.1321996003389358,1.5383425,176.24876403808594,29.043258666992188,4.548501491546631,unas,0.005557772044996377,0.9874380373866616,0.007004182873847427,7.69449292873613e-09,1.6827181947524615e-15
4FGL J0753.7-4545,-11.8367815,0.0300954692065715,0.6136675,260.0147705078125,-9.205883026123047,5.227250576019287,unk,0.04722649207373004,0.9428070653596549,0.009242363371095876,0.0007107770178707161,1.3302177648538599e-05
4FGL J0753.8-4700,-11.554136,0.1578463017940521,-0.8501384,261.12841796875,-9.81121826171875,4.807512283325195,unas,0.7901494482204818,0.02863501586947051,0.05584856131833105,0.016793619886059465,0.10857335470565722
4FGL J0753.9+0923,-11.705309,0.2405700981616974,-0.32208014,211.48521423339844,18.118759155273438,7.505925178527832,bcu,0.15438984551818336,0.08046224966153984,0.007607735007033366,0.17879345526521107,0.5787467145480324
4FGL J0754.0+0451,-11.497274,0.1205587908625602,1.0171819,215.75485229492188,16.140958786010742,15.888494491577148,bcu,0.0060270593467428215,0.9149132185463276,0.07899513999271966,6.452576252190907e-05,5.635168812912561e-08
4FGL J0754.4-1148,-10.783626,0.0961310490965843,-0.05796218,230.77420043945312,8.23286247253418,41.874549865722656,bll,0.05596423002737566,0.13175494506874125,0.03734020401081118,0.2426477327534544,0.5322928881396175
4FGL J0754.5+3911,-12.002872,0.2007169276475906,0.8810692,180.91339111328125,28.41067886352539,4.589475154876709,bll,0.04144424527584909,0.9526159883055783,0.005202192122912244,0.0007373148914613513,2.594041992746142e-07
4FGL J0754.7+4823,-10.863381,0.1025934293866157,0.16925454,170.55511474609375,30.14484405517578,52.79714584350586,bll,0.10140532513003568,0.27161709024693487,0.05589649546088763,0.2699161661772569,0.3011649229848849
4FGL J0754.9-3953,-11.495582,0.6360676288604736,0.3447504,255.02256774902344,-6.062299728393555,13.054264068603516,unas,0.0001010932067834641,1.0733663631349509e-08,0.068948894327052,0.9302727541027167,0.0006772476297841526
4FGL J0755.6+1855,-11.846467,0.2311957776546478,0.8455162,202.37770080566406,22.373943328857422,6.061692714691162,unas,0.034547409206970976,0.9592421112628929,0.0038339275447354234,0.0023751920160230075,1.3599693775993579e-06
4FGL J0756.6-7723,-11.942934,0.2828338146209717,0.6320696,289.7763977050781,-22.979965209960938,5.26259183883667,bcu,0.09402357499433257,0.8573773975710713,0.0011526011038271783,0.04734785396565012,9.857236511885199e-05
4FGL J0757.1-3729,-11.620636,0.2382625788450241,1.0687542,253.17176818847656,-4.468254089355469,8.214813232421875,bll,0.011257062884784098,0.978292648797924,0.009914683015302569,0.0005355603583848162,4.494360462101296e-08
4FGL J0757.1+0956,-10.798885,0.0389218926429748,-0.5177202,211.30931091308594,19.066587448120117,45.088111877441406,bll,0.07663274351645621,0.1644294436389566,0.039088361325947445,0.20379606351506757,0.516053388003572
4FGL J0757.9+7304,-11.852353,0.1284185647964477,0.8462553,141.85240173339844,30.686477661132812,9.338884353637695,unas,0.031125324745051614,0.9540007897881845,0.014578040555667205,0.0002953679949101069,4.769161866665404e-07
4FGL J0757.9-1514,-11.412571,0.2850984334945678,-0.7473984,234.19326782226562,7.230199337005615,5.162909984588623,unas,0.21994529564822637,0.0021230689627258765,0.01990779423382913,0.03626274292540791,0.7217610982298107
4FGL J0758.7+3746,-11.749481,0.1445605903863906,0.045485735,182.70144653320312,28.881669998168945,6.839159965515137,rdg,0.252500133923045,0.42668370672069417,0.036873894264476736,0.18397515849712154,0.09996710659466274
4FGL J0758.8-1450,-11.191971,0.4748865067958832,0.22322583,233.95619201660156,7.61315393447876,25.633718490600586,unas,0.001436257213150714,3.1333677246095185e-07,0.03153097566554611,0.8952892433871059,0.07174321039742473
4FGL J0758.9+2703,-11.410704,0.1086532622575759,0.17408109,194.31094360351562,25.939250946044922,18.425447463989258,bll,0.21046750317012003,0.30901710586601977,0.18889241807842555,0.18821203618749377,0.10341093669794085
4FGL J0759.6+1321,-11.490193,0.0689534172415733,1.2441196,208.28077697753906,21.047292709350586,14.185967445373535,bll,0.0007440377459666809,0.9554878862872455,0.04376776082205944,3.150961078781546e-07,4.862053468345045e-11
4FGL J0759.9+0005,-12.014846,0.0333699248731136,-0.5194802,220.85069274902344,15.242354393005371,3.582728862762451,unas,0.047362032415016,0.8445083702931957,0.010939589017030578,0.051366862122135946,0.04582314615262181
4FGL J0800.1-5531,-11.950804,0.096911109983921,0.48019695,269.20281982421875,-13.12525749206543,3.0055885314941406,unas,0.10484663308611882,0.8707316822679085,0.01699228122801546,0.007221141824749122,0.0002082615932079612
4FGL J0800.3+5611,-11.873089,0.1643693894147873,0.77703,161.59347534179688,31.7014217376709,8.205841064453125,bcu,0.04492518411711579,0.9421072653190988,0.011674758172638225,0.0012900703121341134,2.72207901304939e-06
4FGL J0800.4-2257,-11.433851,0.380641758441925,-0.19386005,241.13905334472656,3.737565279006958,9.911179542541504,bcu,0.029810988590649665,0.0005307349572197423,0.03974297420679113,0.28268802923399644,0.6472272730113431
4FGL J0800.5+3715,-11.974785,0.4377197027206421,0.14676738,183.37364196777344,29.111371994018555,6.713877201080322,unas,0.043224719709470893,0.027520874576971954,0.0009504800136108852,0.8975101906459676,0.03079373505397879
