,sin(GLAT),cos(GLON),sin(GLON),log10(Energy_Flux100),log10(Unc_Energy_Flux100),log10(Signif_Avg),LP_index1000MeV,LP_beta,LP_SigCurv,log10(Variability_Index),CLASS1,1_RF,1_RF_std,1_NN,1_NN_std,2_RF,2_RF_std,2_NN,2_NN_std,3_RF,3_RF_std,3_NN,3_NN_std,4_RF,4_RF_std,4_NN,4_NN_std,sample_weight
4FGL J0003.3+2511,-0.5935802,-0.33185878,0.9433291,-11.743238,-12.441045,0.9362057,2.086239,0.3331862092018127,2.8562123775482178,1.3761011,unas,0.30965648662396517,0.07752895890262697,0.402480465049545,0.05634783811263614,0.48340216986697265,0.09958031699290781,0.2951402844240268,0.04083186683046359,0.0067708333333333336,0.012568517885732254,0.03300307840496922,0.017558692549155038,0.20017051017572887,0.07490168764824871,0.2693761770303051,0.05830911764838795,1.0
4FGL J0003.3-1928,-0.9726989,0.4194872,0.9077612,-11.512458,-12.407746,1.2262448,2.109238,0.2105951011180877,3.7610042095184326,1.767511,bcu,0.4747409424923654,0.09475158694566305,0.4585524604966243,0.047497893757452246,0.4075739548516146,0.08078795604076756,0.46552629334231216,0.047075769060130224,0.0070842760180995475,0.016236960493931637,0.01674662413036761,0.009296225526155213,0.11060082663792065,0.05464092782694553,0.05917461744199196,0.020819778832415516,1.0
4FGL J0003.3-5905,-0.8383461,0.6976536,-0.71643525,-11.772936,-12.576149,0.91313064,2.365795,-0.0003238471108488,0.0,1.0597669,bcu,0.2883081291000748,0.09431096435301775,0.18494861650591096,0.0337840648902051,0.6895265177992759,0.0933491324012617,0.7785303555428982,0.03819473744749755,3.787878787878788e-06,2.6243194054073896e-05,0.024605721914364647,0.009860767508894036,0.022161565221861496,0.023947288137675937,0.011915305299529185,0.004251656607329463,1.0
4FGL J0003.5+0717,-0.8056576,-0.21803726,0.97594047,-11.992119,-12.58966,0.7382271,1.6663216,0.2713103592395782,2.370113611221313,1.0801579,bcu,0.11522754620457148,0.05455049519860269,0.15872710462038717,0.02617245431144835,0.8310805567983514,0.060436231755191694,0.5145375722398361,0.06443963556205204,0.0016918180199430198,0.005580848519444579,0.024584473071930308,0.0124283303838879,0.052000078977133844,0.032716035827111044,0.3021508473902941,0.06903049941189433,1.0
4FGL J0003.6+3059,-0.5116229,-0.35844105,0.9335524,-11.701035,-12.647487,1.1465935,1.1833041,0.6376043558120728,5.984982013702393,0.8887624,unas,0.006249999999999999,0.011036689296990195,0.0037422498426167294,0.002062092165858789,0.009583333333333334,0.013676868705542673,0.0076241011095892946,0.0033997086966663886,0.029583333333333347,0.026089725158867563,0.05300850894612571,0.025817285953740627,0.9545833333333332,0.03370449388140904,0.9356251483162245,0.025914545809974605,1.0
4FGL J0003.9-1149,-0.94594455,0.094187945,0.99555445,-11.60375,-12.439761,1.1272659,1.9285588,0.1539551764726638,2.6393673419952397,0.8958272,bll,0.09485595842649149,0.04594799953404367,0.07931001515438159,0.014217358662074736,0.7953834026539791,0.06256908624774414,0.6440004607041677,0.056320268670591506,0.0016700749829584186,0.005772441325414068,0.08282494234542052,0.03046511423356292,0.10809056393657089,0.047149517502751044,0.19386456968883672,0.04928189249371679,0.00808506069546485
4FGL J0004.0+5715,-0.08755331,-0.44660887,0.8947293,-11.392638,-12.1100645,0.95777494,2.4145715,0.1326620131731033,2.2082886695861816,1.1332967,unas,0.42933278693969307,0.09658643119625157,0.42341601476073265,0.0525422835334823,0.2536524443608073,0.06984665851077401,0.27936224670459825,0.03654756992531274,0.08707462931385347,0.05299489026629349,0.09998646137925486,0.03875287694254146,0.2299401393856462,0.08331130547739904,0.1972352696272234,0.04037778714255146,1.0
4FGL J0004.0+0840,-0.7922667,-0.23337711,0.9723863,-11.954166,-12.59655,0.8374828,1.1585295,0.3033129572868347,2.515317916870117,1.2899919,bll,0.025858847858791476,0.027613369338333738,0.046007242829849325,0.013254043480694278,0.9435514905924255,0.0414122880782261,0.9146143446365992,0.02144842672993221,0.0033333333333333335,0.00778498944161523,0.005313683378820618,0.0017440224263393198,0.02725632821544981,0.033140598216170644,0.03406471759080887,0.014525169805396643,10.0
4FGL J0004.3+4614,-0.27320227,-0.41451806,0.9100411,-11.272346,-12.228182,1.0509874,2.6331491,0.0990329086780548,2.226562023162842,2.1705782,fsrq,0.9859589991918324,0.015095900263487593,0.9765565494696299,0.004033083700475138,0.012314810331977169,0.01294033780959909,0.02063519841370483,0.0035521916861895853,0.0016666666666666668,0.005773502691896258,0.0016140992411237676,0.0011608711522973843,5.9523809523809524e-05,0.0002061965247105806,0.0011941744329912278,0.0004196767395226681,0.5179146660058384
4FGL J0004.4-4737,-0.924132,0.8088731,-0.5879832,-11.280494,-12.387599,1.3680762,2.3808062,0.0792935788631439,2.371902704238892,2.2771826,fsrq,0.9389903733633004,0.03804214278513145,0.8635620534420013,0.033340329830752385,0.05985578048285349,0.03758660360911939,0.13166016079485415,0.03237020668901958,0.00015384615384615385,0.0006880209161537814,0.003617880618548952,0.0024846169576647997,0.001,0.00447213595499958,0.001159896112221759,0.00045398565059363486,0.05610534489254981
4FGL J0004.4-4001,-0.9605141,0.92044675,-0.390868,-11.601874,-12.502931,1.0414134,2.1717255,0.0453739427030086,0.7209872603416443,1.588987,unas,0.19312178638603483,0.06838216727049312,0.21182313902924457,0.029022519029836644,0.806234644621937,0.06860872817314302,0.7772253565490246,0.02930882598018429,1.2749249543071016e-05,6.066620612789121e-05,0.007607544178123741,0.0036208038619361315,0.0006308197424850025,0.0030111134272489152,0.003343954641119732,0.0011998628988293882,1.0
4FGL J0005.5+6634,0.07167877,-0.47544852,0.8797436,-11.311577,-11.85463,0.6619856,2.8369596,0.4041112959384918,3.8804023265838623,0.8396829,unas,0.1672916666666667,0.059990764655666946,0.07469200567963223,0.038168576011967034,0.09166666666666669,0.0645552157964391,0.012003268608774912,0.008841512109796118,0.3451041666666667,0.12288850500807841,0.585759953285257,0.10898893692534307,0.39593750000000005,0.12647704463320156,0.3275447633738319,0.08959615359228422,1.0
4FGL J0005.6+6746c,0.09205997,-0.4788211,0.8779125,-11.378161,-11.860714,0.64934623,2.656747,0.3197299838066101,3.218213558197021,0.9608117,unas,0.2619356060606061,0.07250498417490576,0.16555766357729831,0.059352133963414426,0.05333333333333335,0.03604567630301646,0.032645860526827164,0.016238402612008925,0.19041666666666668,0.08384276909237924,0.35498201940208673,0.0926803048564988,0.49431439393939386,0.10563362197664901,0.4468144414325555,0.07360817614624811,1.0
4FGL J0005.9+3824,-0.40056235,-0.39445964,0.9189133,-11.218785,-12.275958,1.2064743,2.7699094,0.1645498126745224,3.298746347427368,1.743908,fsrq,0.9690185973794928,0.0252936569898641,0.9245253159449651,0.028198187209116383,0.02482755646666103,0.020293565757867327,0.04230914135965017,0.017078197352223618,0.0015384615384615385,0.005547001962252292,0.01675528334453702,0.011956210691276403,0.004615384615384615,0.008770580193070292,0.01641027328486626,0.005172130897916398,0.11480791929020868
4FGL J0006.3-1813,-0.9716287,0.323088,0.94636893,-11.975337,-12.54748,0.6322295,2.219868,0.0381194576621055,0.1028767302632331,1.1310916,unas,0.2128247974238625,0.09027892051006023,0.2842536298558116,0.039133276474161066,0.7714489974513881,0.09333107936868934,0.6775588976840178,0.041812503738672145,0.005463014178565159,0.009859352515536206,0.015701621004457895,0.00595106007688205,0.01026319094618409,0.014289264334201357,0.022485865280032158,0.006469662275053741,1.0
4FGL J0006.3-0620,-0.9179291,-0.063609466,0.9979749,-11.865531,-12.532148,0.73352486,1.934848,0.1492447704076767,1.153530478477478,1.4155126,bll,0.11073487695207104,0.06631680626694907,0.25779015790013704,0.03984383281702918,0.8716825096283208,0.07309592964528258,0.7149591691353742,0.04059002258666888,6.159531875577457e-06,2.539640052736471e-05,0.007455324719879119,0.003984010363754764,0.017576453887732497,0.015499731262810585,0.019795350182582352,0.004388692030114537,2.0523146906887337
4FGL J0006.4+0135,-0.8598299,-0.18184844,0.98332655,-11.918308,-12.56156,0.8528259,1.510006,0.2507266998291015,2.131629228591919,0.80547255,bll,0.05027858792517801,0.033749703109947946,0.07551324899707522,0.013882401291753688,0.9024065991891002,0.04301212190535324,0.6382460509027753,0.08693864261132225,1.0198135198135198e-05,2.76836016661914e-05,0.04451558037128832,0.026825427137167,0.0473046147505237,0.041840649218310176,0.24172513399805343,0.08240817414620132,1.004587408787426
4FGL J0006.4-5621,-0.8631506,0.7106596,-0.70353603,-11.785978,-12.577372,0.8580276,2.3519237,0.05335333943367,0.6190282106399536,1.3429496,bll,0.34730244488296885,0.05268297571158187,0.41981176819120136,0.030590409747633333,0.6363119151979809,0.06850535459868479,0.5560122770922524,0.029147710637791084,0.0,0.0,0.01151787446412657,0.004634453597903684,0.01638563991905006,0.025137428517649427,0.012658101805884923,0.003924893224563569,2.0038769148024644
4FGL J0006.6+4618,-0.2734509,-0.42135796,0.9068944,-12.079822,-12.678249,0.77961004,0.41210258,0.3888331651687622,2.217681646347046,1.0600584,unas,0.06765870505195094,0.05622096034796397,0.016159192125390593,0.008525850182426525,0.8743162569527939,0.06954901268537007,0.9431325929860274,0.021451475283601758,0.0008333333333333334,0.005773502691896258,0.016763361845126685,0.012601574599306145,0.05719170466192197,0.03758033605038425,0.02394483983516693,0.011956644045580167,1.0
4FGL J0007.0+7303,0.18157788,-0.49489206,0.8689545,-9.363785,-11.516495,2.603907,1.6331594,0.2795055210590362,82.88782501220703,0.9155139,psr,0.010769230769230769,0.013204505835470497,0.0007758648333457621,0.0011079803763231126,0.02,0.01825741858350553,0.0007059067634320224,0.0009539017211996349,0.7661538461538462,0.06131047511620176,0.8284517893424401,0.11470289882970537,0.20307692307692313,0.06210000206449451,0.17006641273530057,0.11468171044685944,0.0
4FGL J0007.4-0322,-0.89898604,-0.12466259,0.9921992,-12.154098,-12.689987,0.73905927,-0.31300664,0.5159489512443542,2.8104560375213623,1.0922703,unas,0.16889420770921126,0.09247556134565849,0.01456240844951632,0.01239724544910251,0.5851371924408171,0.10381580359258576,0.9011014252901077,0.053601900112560226,0.007083333333333333,0.013984540603342133,0.040732030475434534,0.03803451260251901,0.23888526651663824,0.08088648172747383,0.043604138802038506,0.03071229399044159,1.0
4FGL J0007.5-5247,-0.8915584,0.7390798,-0.67361796,-11.932121,-12.569535,0.75628984,2.5419202,0.4040833115577698,2.985094785690308,1.0322174,bcu,0.41350306027922995,0.0830044982327437,0.25015472279240686,0.07179245120836825,0.32675713927303207,0.06592650378335443,0.06756203020146738,0.02063131318553282,0.02885416666666667,0.027390780855728162,0.09624869873126347,0.04419905246171776,0.23088563378107144,0.06378196872794689,0.5860345481584469,0.07835457354512254,1.0
4FGL J0007.7+4008,-0.374166,-0.40573204,0.91399205,-11.347249,-12.408063,1.2139171,1.9190736,0.0821471661329269,1.7044479846954346,1.5071253,bcu,0.026155779290602404,0.019245733727581874,0.043112196610309184,0.008410501595188568,0.9731856670805253,0.020256264714179996,0.9469407250483831,0.01059051971876085,4.229320617451114e-05,9.681841068770263e-05,0.007293281223004063,0.004341552270130268,0.0006162604226977419,0.002948599501952915,0.002653798071454124,0.0010540546453508895,1.0
4FGL J0008.0+4711,-0.25938475,-0.42761436,0.90396124,-10.741665,-12.08428,1.7521948,1.8338901,0.0896416902542114,5.485845565795898,0.9356315,bll,0.019157647252284495,0.01420704660086341,0.010311721443113956,0.006348625640070584,0.7461633909990816,0.05413242028493631,0.3645739880475131,0.1338540575505526,0.1218380526577248,0.052483710448848635,0.42256172001361847,0.1016420142714352,0.11284090909090909,0.03014595178611732,0.20255257189273834,0.07136195668568601,1.7756239505197092e-05
